,dominant_topic,text
261,hillary,#BirtherMovement surrogate Julian boxed in by Matthew's #Hardball shamefully admits our president is American will #DonaldTrump apologize
262,hillary,High school students jazzed for @HillaryClinton! They're with her &amp; she's with them! #HRCle #OHHillYes #ImWithHer https://t.co/nNDiEQVq4i
263,hillary,@MichaelLaRosaDC @hardball @HillaryClinton my Dad coughs - my son coughs....so what? Allergies !!!
264,trump,@AndyKindler @realDonaldTrump I haven't seen a Ben Stein Morton's column in a while...
265,trump,@MikePenceVP You are even a bigger idiot than I thought you were before and I definitely thought you were a big one. https://t.co/D07FMrNTHl
266,hillary,"@HillaryClinton You mean treat Islamic terrorist with kid gloves, dont even call them ISLAMIC TERRORISTS. Prioritize the needs of illegals"
267,trump,@datrumpnation1 @HillaryClinton For show. The devil was once an angel.
268,hillary,"@FoxNews @alyssastew77 @HillaryClinton Apparently, blaming an AA for your terrible decisions is popular 🤔🤔🤔🤔🤔🤔 https://t.co/EvWrfVWXF3"
269,hillary,I'm not a Dr but has anyone noticed how reserved #DonaldTrump is during day &amp; how off the wall at night? #dementia https://t.co/sZNfMThJID
270,trump,@realDonaldTrump PLEASE tell us your secret plan to end the war in Iraq.The men and women in uniform fighting there dying to find out.
271,hillary,@HillaryClinton Just about every place with poisoned water and bad schools is an area CONTROLLED BY DEMOCRATS! Wake up people!!!
272,hillary,@HillaryClinton what would Ronald Reagan say about you? Nothing good
273,hillary,@FoxBusiness @robertjeffress @HillaryClinton   Of course... They know she will be as ineffective as Obama
274,hillary,"@jaketapper after today's Aleppo gaff, Johnson #'s will cut in half and those ppl will go to Trump! can we say President @realDonaldTrump ?"
275,trump,hahahhaahhah https://t.co/uO6U0JHbCB
276,trump,@HillaryClinton pig
277,trump,"Trump is giving the finger? Oh, how fitting #DumpTrump  https://t.co/OikRJgFkCP"
278,hillary,@InfidelLizaBeth @RepublicanChick @HillaryClinton La cucaracha (Hillary)...ya no puede caminar por que le falta Dopamine para caminar!
279,hillary,@HillaryClinton help bring in weapons and (cash) that led up to her being part of their murder by savages. https://t.co/h5lWiBZujo
280,trump,@realDonaldTrump the film lies! It's crooked film recording. https://t.co/3PoIbaqPRw
281,trump,"@thoughtpro54 @WendyLongNY @GenFlynn @realDonaldTrump Thoughtful Process, you can't see forest for the trees. Many like you! God help us!"
282,trump,"@Barb4TRUMP @realDonaldTrump  He is the man,Americas savior!!!  MAGA!!!!!!!!!"
283,trump,@realDonaldTrump great news You are always good being Presidential for https://t.co/kwIGd9MHoz are blessed to win Just avoid errors in rush
284,hillary,"@HillaryClinton Sure, give low paying jobs uneducated whites and blacks could have to illegals and refugees. No thanks."
285,trump,@politico @realDonaldTrump yea ok Chelsie ur father is a sex monster
286,trump,@pnehlen @realDTegtmeyer @SpeakerRyan Which is the real reason they oppose @realDonaldTrump
287,trump,#DonaldTrump a disliked real estate developer and tv personality is fundamentally #unfittolead #msnbc
288,hillary,@Reince @HillaryClinton she said herself a President needed 2 be rock steady. Lol Twitter war with u for stating the obvious. Rocksteady HRC
289,trump,@realDonaldTrump https://t.co/nB61dZayh5
290,hillary,You guys are killin' me.  LMFAO https://t.co/Vz5qcoP5BO
291,trump,If we could #roast #HillaryClinton like #DonaldTrump I'd think about her maybe more
292,trump,@MichaelSteele thus right here is why we blacks cannot vote for that orange guy named Trump! #birthermovement https://t.co/CVE2L6Boi7
293,hillary,@HillaryClinton TV ads r getting worst-Team Hillary time 2 get new mkting company that can do better than mediocrity 4 millions ur spending?
294,trump,@BethComans Did she really? Was that confirmed? Did u watch? How did she do? @HillaryClinton
295,hillary,"@HillaryClinton 1 in 4 blacks in poverty, highest group in nation. LOUSIEST EDUCATION SYSTEMS IN NATION. These are FACTS HILLARY IGNORES."
296,trump,No. We *don't* believe you. You are a lyin' 🐍 in the grass!!! https://t.co/9whf3cUywj
297,trump,@POTUS🎭GOD🇺🇸LOVES👉🏿@realDonaldTrump https://t.co/qB85zog5yR @washingtonpost @JeffBezos @amazon @nypost @WSJ @nytimes @latimes @FoxNews @CNN
298,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/mpGO19LCGS
299,trump,"@realDonaldTrump be yourself, Trump.  Just be careful what you say!😓"
300,trump,@ljcambria @AZTrumpster @mitchellvii @kachninja @mcuban @Darren32895836 @realDonaldTrump -Thank you 4 explaining it.I just googled the firm
301,hillary,"@AFP Some people say,I don't know,but some people say that @realDonaldTrump used a laser to guide them to Towers"
302,trump,#HillaryClinton's legacy in the middle east... https://t.co/VCQA6Rs2JM
303,hillary,Hillary will not let his little hands get near her 🤗🤗🤗 https://t.co/HSpeIPFv9k
304,trump,@fayingegneri @dilloking @SebGorka @realDonaldTrump @FoxNews @greta @brithume 👈🏻won't get a min of my time
305,trump,@Billright50 @realDonaldTrump every press conference &amp; action for the last 6 months from #Obama &amp; #Hillary has been a AFTER response #Trump
306,trump,@HillaryClinton Whats it with all these silly ass quotes?
307,trump,#Truth: @realDonaldTrump &amp; the #GOP u r F'd Up 4 bc what u have created bc oF @POTUS skin; u knw wht #HateWonWin &amp; #imwithhillary
308,trump,@the1truepatri0t @PrisonPlanet @realDonaldTrump https://t.co/EaFdffZvEj
309,hillary,"@FoxNews @alyssastew77 @HillaryClinton Apparently, blaming an AA for your terrible judgement isn't popular https://t.co/8UeIDbEEiW"
310,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/EVyaGjFG8z
311,hillary,"@ABC @CNNPolitics @FoxNews :
This subject is totally irrelevant. @realDonaldTrump was a private citizen until 2015. https://t.co/HT4eu2lt7c"
312,hillary,Hillary says she will NEVER put troops n Iraq. Even if military ldrs recommend? Will she not listen bc of political pledge @realDonaldTrump
313,trump,@JDiamond1 @alexburnsNYT @realDonaldTrump Get back to me when u ask Hillary one stinkin question. Just one hit shot. I double dog dare ya.
314,trump,@Kim72443Kim  https://t.co/1qdhUKolVZ
315,hillary,A change that me n most Americans want for our kids n grandchildren!! I stand with the UNITED STATES MILITARY!! MAGA https://t.co/XPYq1rLFJm
316,trump,"""Lauer’s treatment normalized misogyny for the entire audience"" #LaueringTheBar #ImWithHer  https://t.co/6gXlIvuIN9"
317,hillary,"@FoxNews @alyssastew77 @HillaryClinton Apparently, blaming an AA for your terrible judgement isn't popular https://t.co/AdUqfEdX4h"
318,trump,@realDonaldTrump When you fall asleep in the tanning bed with goggles on https://t.co/eBwqZRXKbn
319,hillary,@HillaryClinton Can't stand this dishonest race baiting filth. California ruled it Constitutional to send LOUSY TEACHERS to black schools!!
320,trump,@realDonaldTrump HAHAHAHAHAHAHAHA nice reliable source! You're a joke! You lied at least ten times you bigot!
321,trump,"If this dude from @OneRepublic hand-checks his hair one more time, he's gonna turn into #Trump. #DENvsCAR #NBC"
322,trump,@realDonaldTrump You are a Jerk!!
323,hillary,"I've been waiting for this as they've been stashing plenty, may be more than the 225 million &amp; I bet so has Obama. https://t.co/1nlynqaeNF"
324,trump,Looking forward to November 9th when @HillaryClinton is the president..... #ImWithHer
325,trump,@realDonaldTrump Poll results are just what we expected - they are driving the #QueenOfCorruption crazy - promise you will practice 4 debate
326,trump,"#tcot
#Libertarians #Independents #ReaganDemocrats Jump Aboard the #TrumpTrain
The ONLY WAY to STOP Obama2 #Hillary https://t.co/BJfiMuNpq5"
327,trump,"@RUFfnKiddingMe @MittRomney Time 4 @GovGaryJohnson to retire https://t.co/MxPsDtEB5z   
and @HillaryClinton to be POTUS"
328,hillary,@HillaryClinton LIAR. You will create jobs for illegals and refugees ONLY and you know it you lying bitch
329,trump,Because this #overgrownCHEETO @donaldtrump keeps lying !#theyAreWhoHEis #trumptrainWreck #flipFloppingDon https://t.co/VbmQQiVygY
330,trump,@realDonaldTrump has no sense of America the country-he'sa Natl disgrace as are those who support him @SpeakerRyan  https://t.co/YSQHwPPnNW
331,hillary,@realDonaldTrump You are not an expert in anything except maybe real estate deals. You are unqualified for president https://t.co/jD3aUir7sU
332,hillary,"@HillaryClinton the racism you talk about is when Bill &amp;Ted Kenned talking about @POTUS,a couple of years ago he would be getting our coffee"
333,trump,"Why? Because @BarackObama &amp; @HillaryClinton told them too....SOUND RIGHT, HE CAN'T WIN IN JAIL! @TheDemocrats @RNC https://t.co/graZghKysJ"
334,trump,#Trump Fundamentally Unqualified! #Elections2016
335,hillary,@realDonaldTrump you don't need to tweet the polls. Just keep your focus
336,trump,@Kim72443Kim  https://t.co/cc5NiD3YtG
337,hillary,@Reince @HillaryClinton tried to tell lies for lies. Anyone notice oh Hill's earpiece can't even come up with her own words. Lies lies lies
338,trump,"https://t.co/rR7CsbEcOF via @youtube #hanoi songbird McCaine ""My dadisadmiralof5thfleet whatdoyouwantto know""@PutinRF_Eng @realDonaldTrump"
339,hillary,We did lose a single #American. We lost a bunch ov them.#HillaryClinton
340,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/rqM3h1UT7z
341,hillary,@brithume Is this what @HillaryClinton used to keep her email communications private and secure when traveling??? https://t.co/e5z8vStzvr
342,hillary,"On racism ""@realDonaldTrump diminishing serious issue"" says @RevDrBarber. #TakeBackCT #Election2016 @DUEjustUs https://t.co/MJnSqzhdzn"
343,hillary,#BirtherMovement surrogate Juliani boxed in by Matthew's #Hardball shamefully admits our president is American will #DonaldTrump apologize
344,hillary,It's Time To Donate Time &amp; money To Last Nights Forum totally unfair! Enough is enough #ImWithHer #StrongerTogether💙 https://t.co/AMdNBDW3OB
345,trump,That may take all night! #Californian4trump https://t.co/MfwDsEnZAt
346,hillary,No shit!! https://t.co/M3XxkLVqGt
347,trump,"Trump says American troops should guard and own this space in Iraq. 

#maga #tcot #NeverTrump https://t.co/U6SsBDhmdU"
348,trump,"Just which of these values is ""Conservative"" #Trump trying to conserve?
Traditional values
Limited government
US dominance over Russia🤔"
349,trump,@CLewandowski_ @CNN @AC360 @realDonaldTrump why throw @HowardStern under the bus?? Don't be a dick.
350,hillary,"@HillaryClinton So send agents into the streets of Camden, Chicago, Philly and Detroit and get the guns from the street thugs"
351,trump,@HillaryClinton @nbcusa_inc lol. You're an idiot. A total loser idiot
352,trump,"@allinwithchris In addition to the #JohnMcCain POW comment, #Trump^s ""take the oil"" comment is borrowed from #ChrisRock comedy routines."
353,trump,@justinamash @RestoreHistory @realDonaldTrump they all want to end it for different reasons. Trump because it hurts our military you clown.
354,hillary,@larryelder @HillaryClinton @GovGaryJohnson GJ just needs to get an earpiece from Hillary's peeps. Issue solved. #TeamGov
355,trump,But donnie is afraid of Rachel.    @realDonaldTrump https://t.co/Cv0fRpDCzE
356,trump,@PattiSolisDoyle @MarkHalperin @HillaryClinton must be a typo!!
357,trump,@tamaraleighllc @DrMartyFox @realDonaldTrump @TeamTrump @TeamTrumpCT you don't even believe dt stop it he makes his stuff overseas fool
358,trump,#NFLKickoff #LetTheGameBegin🏈🏈🏈 #ImWithHer #Never trump#He's full off 💩💩💩. https://t.co/a9bX6aNHMM
359,hillary,She always been coached! It is not a hearing piece! https://t.co/zWp4PPuKKQ
360,trump,@HillaryClinton  https://t.co/SrbapiYsnM
361,hillary,Hillary has more than one guys thingies in her lock box.  And she has her own SOG out of the foundation. https://t.co/NOZA2x5B9J
362,hillary,@mmfa @realDonaldTrump what an ignoramus.Trump needs to listen to the garbage that flows from his lips!He is a pathological liar!
363,hillary,does @realDonaldTrump hates Mexicans? @LarryKingViews @realDonaldTrump refuse to answer the ?. He should've said NO. https://t.co/f9AekscCDc
364,trump,I sent a message to .@HillaryClinton a couple months ago through her campaign website. re: #Cybersecurity when she was fundraising at DefCon
365,hillary,@brittneythebee @HillaryClinton she is TRYINNN it
366,hillary,.@StephenODyer @realDonaldTrump Tell that to the parents and students who attend the school. They love it.
367,trump,@EricTrump @TeamTrump @realDonaldTrump Don't you mean Russia? @SpeakerRyan @mike_pence @SenateMajLdr https://t.co/TIGvYIN4ob
368,hillary,@seanspicer @Reince @HillaryClinton just like there would ever be boots on ground again in Iraq lol full of utter caca
369,trump,It takes suspension of disbelief or flat out ignorance to believe #Trump is better than #Hillary at all. #PPLRCra https://t.co/DWhliF8waq
370,hillary,"@HardballChris @realDonaldTrump Chris you are forever ""shocked and surprised that gambling is going on"" like it's your role in the narrative"
371,trump,More verbal vomit from @realDonaldTrump  https://t.co/ibt8ThYkJp
372,trump,@MgicSurf @realDonaldTrump  hopefully spontaneous combustion
373,trump,BOYCOTT @ABCSharkTank @MSNBC SINCE @realmarkcuban INSISTS ON ATTACKING @realDonaldTrump  AND HIS SUPPORTERS.
374,hillary,"@HillaryClinton They are NOT African Americans, they are AMERICANS you damn witch. They were born HERE, Not in Africa."
375,trump,@realDonaldTrump the poll is who's
376,hillary,@MSNBC @HillaryClinton @CNN I was watching Hardball I was so furious and disgusted just to see how ignorant and idiot is Ruddy Guiliani?
377,hillary,@VladimirPutin24 @HillaryClinton  @UCLA @NBCNightlyNews @PBS @NFL @OhioState @UF @LifeAtPurdue @IngrahamAngle https://t.co/owklNHb6hV
378,trump,.@realDonaldTrump #FuckYouDonald and you too @MLauer  https://t.co/MxK6ACLUlr
379,trump,"The Iraq war belongs to Bush, not @HillaryClinton. Trump surrogates are the worse. @AC360 @cnn"
380,trump,No one is too young or too old to volunteer for @HillaryClinton and the @OHDems! 🇺🇸#StrongerTogether #OHHillYes https://t.co/WnOnWEzKTT
381,hillary,@FoxNews @HillaryClinton What do you mean Donald doesn't have a plan? You and Obama don't have a plan. Isis is out of control.
382,hillary,How do you tell if @HillaryClinton is lying? Easy her lips are moving.
383,trump,You gonna believe your lyin' eyes? https://t.co/Rchs6q98g0
384,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/p7nE8xrUmB
385,trump,Looking forward to the Trump-Farage  show on RT next year.  https://t.co/CtSf8bGmNx
386,hillary,"Letting @HillaryClinton twitch, and twist on the hook🎣 for a bit, so she can #GoFigure from where that #stinging sensation is coming from. ✍"
387,trump,@HammerFacts @realDonaldTrump
388,trump,@HillaryClinton donald trump was talking about poor black folks. Don't tell me their lives are decent. I see it. You dare never go there
389,trump,#DonaldTrump CRUSHED Sociopathic #LIAR #HillaryClinton #NBCNewsForum #TrumpPence16 #MakeAmericaGreatAgain https://t.co/x72jQDpIwo
390,hillary,"@justinamash @RestoreHistory @HillaryClinton   "" we didnot lose single American at that time """
